iter	TotalF1	MultiClass
883	0.9487795702	0.1752638583
884	0.9489220082	0.1751721148
885	0.9489914963	0.1750563177
886	0.9490626821	0.1749234487
887	0.9493471913	0.1747034816
888	0.9494159992	0.1745825348
889	0.9494159992	0.1744396046
890	0.9494122446	0.1742543956
891	0.9494101657	0.174137732
892	0.9494141892	0.1739501386
893	0.9494870683	0.1738600864
894	0.9495581142	0.1737567177
895	0.9498346274	0.173595044
896	0.95004765	0.1733554788
897	0.9500496345	0.1732310653
898	0.9499076933	0.1730226154
899	0.9501186111	0.1728909746
900	0.9501883443	0.1727197328
901	0.9503302009	0.1724609349
902	0.950471965	0.172298481
903	0.9503273329	0.1721102717
904	0.9503962097	0.1719987287
905	0.950881591	0.1718438321
906	0.9507398995	0.1717277219
907	0.950669019	0.1716233012
908	0.9507486347	0.1715030048
909	0.9508194903	0.1714119015
910	0.9508903228	0.1713578078
911	0.9508215391	0.1712359997
912	0.9506089785	0.1710784894
913	0.9507398995	0.170920692
914	0.9509482151	0.1707869748
915	0.9510167872	0.1706973839
916	0.9508064691	0.1705937122
917	0.9510143895	0.1703030439
918	0.9512244636	0.1702162631
919	0.9512269169	0.1700661692
920	0.9512269169	0.1700123619
921	0.9512253775	0.1699363652
922	0.9514377727	0.1697790422
923	0.9516476331	0.1696275954
924	0.9515806686	0.1695472353
925	0.9516521581	0.1694131804
926	0.9515814767	0.1692983251
927	0.9515814767	0.1691343915
928	0.9516521581	0.1689572925
929	0.9517228167	0.1688556241
930	0.9519316909	0.1685652889
931	0.9522801604	0.1683470892
932	0.9523483471	0.1682724842
933	0.9521412959	0.1681611236
934	0.9522095835	0.1680688909
935	0.9522801604	0.1679545173
936	0.9524234587	0.167856856
937	0.9523507145	0.1676615876
938	0.9526985278	0.1674921048
939	0.9525670115	0.1673677184
940	0.9524964761	0.1672925346
941	0.9524964761	0.1671132005
942	0.9527055125	0.1669660218
943	0.9527055125	0.1668105398
944	0.9527760045	0.1667054943
945	0.9527733991	0.1665629041
946	0.9527733991	0.1664494791
947	0.9528438932	0.166325803
948	0.9530449671	0.1661899855
949	0.9529795051	0.1659939876
950	0.9531281242	0.1658316786
951	0.9534759003	0.1655641396
952	0.9538247497	0.1653712124
953	0.9538293985	0.165212236
954	0.9538949544	0.1650335673
955	0.9540352965	0.1649293488
956	0.9539664097	0.1647231472
957	0.9539664097	0.1646428407
958	0.9541717513	0.164443377
959	0.9540338676	0.1642048414
960	0.954174169	0.1640561376
961	0.954174169	0.1638087145
962	0.9542343722	0.1636971673
963	0.9543044929	0.1636110771
964	0.9544446671	0.1635315496
965	0.9544446671	0.1633924441
966	0.9546504059	0.1632080756
967	0.954450078	0.1630053579
968	0.9545185162	0.1627960045
969	0.9546609414	0.1626820306
970	0.9548663344	0.162508961
971	0.9547938246	0.1624163042
972	0.9549386471	0.1621822988
973	0.9550085912	0.1620847007
974	0.9550785132	0.1619922667
975	0.9552881464	0.1618652718
976	0.9554233594	0.1616574664
977	0.9554233594	0.1615431533
978	0.9557730831	0.1613659154
979	0.9556335618	0.1612724851
980	0.9555637681	0.1611657752
981	0.9557025781	0.1610556087
982	0.9560489187	0.1609562715
983	0.9561192181	0.1608395453
984	0.956116293	0.1607502042
985	0.956116293	0.160615868
986	0.9561169251	0.1605079045
987	0.9561169251	0.1604088633
988	0.956116293	0.1602859414
989	0.9561859592	0.1601767541
990	0.9563252259	0.1601132555
991	0.9562578453	0.1600281785
992	0.9563252259	0.1598976822
993	0.9562542959	0.1597072061
994	0.9561846276	0.159637391
995	0.9562542959	0.1595268297
996	0.9564617573	0.1593918924
997	0.9564631694	0.1592776657
998	0.9566695994	0.1591948614
999	0.9568073397	0.1590898811
