iter	TotalF1	MultiClass
885	0.9469488992	0.1786233306
886	0.9472347869	0.1784249567
887	0.9473061995	0.1782929231
888	0.9473775885	0.1780844978
889	0.9471633506	0.1779336692
890	0.9473775885	0.1777905113
891	0.9473775885	0.1776263937
892	0.9474489537	0.177423474
893	0.947448572	0.1773106968
894	0.947448572	0.1772497291
895	0.9475199394	0.1771855503
896	0.9475912831	0.177137622
897	0.9477338997	0.1769827478
898	0.9477338997	0.1768387466
899	0.9477338997	0.1767626207
900	0.9475916134	0.1766855667
901	0.9476629079	0.1765857024
902	0.9475199394	0.1764015688
903	0.9478753308	0.1762851555
904	0.9478047239	0.1761151255
905	0.9476626032	0.1760396099
906	0.9478051726	0.1759305825
907	0.9478051726	0.1757531837
908	0.9480896828	0.1755667002
909	0.9480184783	0.1753927808
910	0.948159055	0.1752695725
911	0.9483738276	0.1749592498
912	0.9485160298	0.1748095984
913	0.9484428834	0.1747161644
914	0.9487268402	0.1745008721
915	0.9487268402	0.1743487163
916	0.9487268402	0.1742689359
917	0.9485148634	0.1741485004
918	0.9487262848	0.1740112759
919	0.9486544165	0.1739118897
920	0.9489381177	0.1738271063
921	0.9490801497	0.1736606366
922	0.9489394315	0.1735395297
923	0.9490807923	0.1734503153
924	0.9490787502	0.173220914
925	0.9490077205	0.1730365712
926	0.9492207397	0.172949293
927	0.9494322697	0.1728275608
928	0.9492916926	0.1727189666
929	0.9494316045	0.1724706648
930	0.9495735134	0.1723756347
931	0.9495036341	0.1721891249
932	0.9496444331	0.1721167385
933	0.9497141539	0.1720168915
934	0.9498546158	0.1718553173
935	0.9503479431	0.1716557469
936	0.9502063416	0.1716064026
937	0.9502771539	0.171469189
938	0.9504187094	0.1712868116
939	0.9503479431	0.1711175449
940	0.9508428246	0.1709803526
941	0.9508428246	0.1709070161
942	0.9509134303	0.1708364108
943	0.9510534507	0.1707501121
944	0.9512639998	0.1706020174
945	0.9511922302	0.1704230672
946	0.9514743583	0.1703453871
947	0.9515448335	0.1701912014
948	0.9515354729	0.1699743457
949	0.9512509928	0.1697853005
950	0.9513215875	0.1697311512
951	0.9515344461	0.1695280096
952	0.9517458143	0.1693997425
953	0.9520262831	0.1692441112
954	0.9519522008	0.1689797921
955	0.9518817365	0.1688488504
956	0.9520226424	0.1687488345
957	0.9521646845	0.1685256668
958	0.9523041822	0.1683945472
959	0.9522338312	0.1681919511
960	0.9527921954	0.1679777173
961	0.9527219284	0.1678754137
962	0.9526516389	0.1677492634
963	0.9525799967	0.1676547576
964	0.9525799967	0.1675809522
965	0.9527206476	0.1673977296
966	0.9527909392	0.1673051908
967	0.9528612082	0.1672142747
968	0.953001679	0.1670939192
969	0.9532122167	0.1668768803
970	0.9533512216	0.1667595727
971	0.9533498337	0.1664975788
972	0.9534199723	0.1664192923
973	0.9533510999	0.1663152069
974	0.9534199723	0.1662288583
975	0.9532809633	0.1661066777
976	0.9537000749	0.165903694
977	0.9537000749	0.1658145917
978	0.9535587367	0.1656716281
979	0.9537689577	0.1654088221
980	0.9538389867	0.1653411081
981	0.9539777265	0.1652072124
982	0.9539089936	0.165032142
983	0.9541887988	0.1649367037
984	0.9541887988	0.1648797398
985	0.9537003033	0.1647267035
986	0.9540477132	0.1645686737
987	0.9539103175	0.1644130006
988	0.9539790505	0.1642787463
989	0.9539103175	0.1641844241
990	0.9537714502	0.164083185
991	0.9538414307	0.1640026941
992	0.9539705056	0.1638630936
993	0.9541104108	0.1637629763
994	0.9541079013	0.1636638411
995	0.9540391662	0.163528283
996	0.9542478148	0.1634055062
997	0.9542464298	0.163278473
998	0.9541764599	0.1631197411
999	0.9541162952	0.1629698369
